proteinsConsume7d	HH_All		true	Food_Proteins	Nutrition_All	Type_Consumed_7d	Source_All	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsFishMeatConsume7d	HH_All		true	Food_Proteins_FishAndMeat	Nutrition_All	Type_Consumed_7d	Source_All	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
vitANutrConsume7d	HH_All		false	Food_Proteins_FishAndMeat	Nutrition_VitaminA	Type_Consumed_7d	Source_All	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
HemIronConsume7d	HH_All		false	Food_Proteins_FishAndMeat	Nutrition_HemIron	Type_Consumed_7d	Source_All	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
ProteinsNutrConsume7d	HH_All		false	Food_Proteins_FishAndMeat	Nutrition_Proteins	Type_Consumed_7d	Source_All	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsPurchasedCash	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_Purchased	Purchase_Cash	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsPurchasedCredit	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_Purchased	Purchase_Credit	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsPurchasedCashCredit	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_Purchased	Purchase_Credit_CashCredit	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsPurchasedInKindCredit	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_Purchased	Purchase_Credit_inKindCredit	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsNonPurchased	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_NonPurchased	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
proteinsNonPurchSelfProduce	HH_All		true	Food_Proteins	Nutrition_Proteins	Type_Expended	Source_NonPurchased_SelfProduction	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
fishNonPurchSelfProduce	HH_All		true	Food_Proteins_FishAndMeat_Fish	Nutrition_Proteins	Type_Expended	Source_NonPurchased_SelfProduction	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
meatNonPurchSelfProduce	HH_All		true	Food_Proteins_FishAndMeat_Meat	Nutrition_Proteins	Type_Expended	Source_NonPurchased_SelfProduction	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
fishMeatNonPurchase	HH_All		true	Food_Proteins_FishAndMeat	Nutrition_Proteins	Type_Expended	Source_NonPurchased	Purchase_All	Col_Household,Col_ExpCon,Col_FoodNutrition	Ord_HHID_NOORD	Ord_CONEXP_NOORD
